,Comment,label
563,"Aukaat bhi honi chahiye carry bhai ko roast krne ke liye
Nikal be gandurolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing",2
564,Carry ko 2-3 million like mile na mile tujhe 2.5million dislike  jarur milgaye,0
565,"Agar tera ye roast hai rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingbaaapre Bohot dangerous tha kunal.
Mujeh lagta hai carry dar gaya bohot.






Dhaaat roast sikhane ate hai. Editing karna nahi ata roast sikhane ate hai. haat.",0
566,Saste Nashe Beti face_with_tears_of_joybeaming_face_with_smiling_eyesbeaming_face_with_smiling_eyesbeaming_face_with_smiling_eyes,1
567,Never seen such a boring roast folded_hands,0
568,"Hides the subscribers face_with_tears_of_joy Now he will call other people as Chor, dhokebaaz, Pakhandi face_with_tears_of_joy",2
569,Awesome bhai,0
570,"i dont know why he is still not deleting this rubbish content on youtube?
i mean this guy kunal.",2
571,Majdoor ko khodna and baap ko chodna nhi sikhate face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
572,O tope le liye dislike duniya bhar krface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
573,"*Kamra:* I used the stones to destroy the stones
*Carry's Fans :* Muh se muungfali tuut nhi rahi hai gaand se akhrot todega kya.",2
574,This is the third most dislike video on youtube india  face_with_tears_of_joyface_with_tears_of_joy,0
575,"Title of this video ""How to destroy your whole career in 11 min tutorial video "" face_with_tears_of_joyface_with_tears_of_joy",0
576,Binod,1
577,Kunal your Roasting skills are equal to hairs on your head ! OOHHHHHHHHHHH victory_hand_light_skin_tone,2
578,Bhai itne mein toh Tonny kakkar 5 gane bana leta,1
579,disclaimer mae likh dete ohhhhhhh ane per hasna hai,0
580,"You don't have right to judge the languages spoken in India and making fun or comedy. Although i am not gujrati but still under no situation this can be tolerated. Saying ""I love gujrati"" on one side and on another side making fun of their languages is not a good sense of humor or so called comedy. I quit watching ur video at first 3 mins as i cudnt handle it more.",1
581,Chai chai chai chai chai ki Patti chai ka chulla chai ka paani chai pe charcha bc ye Pradhan mantri hai ya Kya hai,2
582,The animated kamra has more hair than the real kamraface_with_tears_of_joyface_with_tears_of_joy,0
583,*That coffin dance with kamra leading was the best part* face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
584,Carry is king of youtube,0
585,ganesha de be de pudi,1
586,Carry tera baap hai,2
587,Thanks for dislikesfirefirefirefirefire,0
588,I see this video again again to see the number of dislike rolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
589,Phat jaati hai bjp ki ravis ke samne aane ke liye,1
590,how tf did he get the idea that the shit ajey did was cyberbullying?,0
591,"Even I m Kamra's Fan 
But bht tatti roasting ki hai bhai bura na maniyo face_with_tears_of_joyface_with_tears_of_joy",2
592,"Man literally had to use ""oohhhh"" to justify his comedy grinning_face_with_sweatface_with_tears_of_joy",0
593,Yae desh extremely secular chutiyon k naam par barbad ho chuka hai aur aksar aese extremely  secular aur over academic parhe - likhe gadhen  he  baad mai dhokha aur muh ki khatein hai....China aur India ka past relation pure explained vedio or story dekh  lena...example mil jaega...,2
594,Tiktokers watch yalgaar after be like: hambhi pale gaye thye tum bhi pale gayaface_with_tears_of_joy,2
595,"Who is ravish fan ??? Like here raised_hand
This is gandhi giri .....",1
596,Binod,1
597,"⣤⣶⣶⣶⣦⣤⣄⡀

⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡀

⠀⠀⠀⢀⣾⣿⣿⣿⠿⠿⠟⠻⠿⢿⣿⣿⣿⡆

⠀⠀⠀⢰⣿⣿⡿⠂⠀⠀⠀⠀⠀⠀⠈⠉⢻⡇

⠀⠀⠀⠈⠿⣿⣇⣠⠤⠤⠤⢤⣀⣤⠤⠤⣺⡏

⠀⠀⠀⠀⠐⢉⣯⠹⣀⣀⣢⡸⠉⢏⡄⣀⣯⠁

⠀⠀⠀⠀⠡⠀⢹⣆⠀⠀⠀⣀⡀⡰⠀⢠⠖⠂to

⠀⠀⠀⠀⠀⠈⠙⣿⣿⠀⠠⠚⢋⡁⠀⡜ kaise

⠀⠀⠀⠀⠀⠀⢸⠈⠙⠦⣤⣀⣤⣤⡼⠁ hain

⠀⠀⠀⠀⠀⢀⡌⠀⠀⠀⠀ ⠉⢏⡉ aap log

⠀⠀⠀⣀⣴⣿⣷⣶⣤⣤⣤⣴⣾⣷⣶⣦⡀

⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣄

⠚⠛⠛⠛⠛⠛⠛⠛⠛⠛⠛⠛⠛⠛⠛⠛⠛⠛",1
598,Kiya baat boli Bhai ek dum sahi  haat me louda rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
599,"Kunal: Ye YouTube ka haal dekh ke mereko TikTok pe jaane ka mann ho rha hai.
YouTube: Pehli fursat me nikal bsdk
face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",2
600,"Dislikesface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
Itne thappad gaand pe kamra kiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",2
601,TAKLE face_with_tears_of_joy,2
602,Ghanta roast h yeh.......rolling_on_the_floor_laughing carry hi thik h.....yeh video ka na sir h na pair h,2
603,Me to Abba Kader ___ Chüdêl çhød diye abba ji aap toh face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
604,When son tries to roast his dad....face_with_tears_of_joy,2
605,Bhai tu ruk bhai Carry tereko roast nahi goast karega grinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyes,0
606,"Galtise click hogya to socha ""oooooooooooooo"" Comment krk chala jau... face_with_tears_of_joy love you ya kunal..",0
607,llllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,1
608,Wow this video came on the list of most disliked vids,0
609,Ha bhai aa gya swad face_with_tears_of_joyface_with_tears_of_joy,0
610,OMG eyemoutheye Finally smiling_face_with_heart-eyessmiling_face_with_heart-eyes,1
611,Yeh  bsdk fir pitegaface_with_tears_of_joy,2
612,Fir na Pitt jaye ye madharchod badwa,2
613,Jitne iske dis like unte  iski koi video par likes nhi hai,0
614,More dislike than his subscribers rolling_on_the_floor_laughing,1
615,I like the last portion...peeing here,1
616,Ye carryminati ka naam lekar famous Hona Chahta hai or Kuch nhirolling_on_the_floor_laughing,0
617,Highest point in kamra's career,0
618,sir use roast sikhane ke chhakar me aap 1 m par hi rah gaye aapke views ka square kare to uske subscriber aate hai,0
619,Jali ko aag khete h bhuji ko rakh khete h aur jis batt ko sunkar juta nikal jaye use man ki batt khete h face_with_tears_of_joy,1
620,When you want to boost career nd endup roasting selfrelieved_face,0
621,Kon kon lock up dekhke aya hai laure subscribe krdo bs jaldiface_with_tears_of_joybeaming_face_with_smiling_eyescollisionred_heart,2
622,For those who really want to laugh after watching this : read comments,0
623,Goo khayaga jogandar,2
624,"MR faisu :- I have the most dislikes 
Kunal:- Hold My clinking_beer_mugs beer 

Baap ko roast sikhayega face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",2
625,AMIR SIDQUI LIKE : BACH GAYA BOSRI KE,2
626,"Kunal = loda  , kamra = lasan ab shabad jodiye friends",2
627,"The video should be age restricted..... Then there would be 0 dislikes....the little kids, who are Carry bhakt disliked this video",0
628,"Long time ago,Kamra lost his half brain along with half of his hair after that mindboggling sex with ""half male half female"" tiktoker.",2
629,Not a good roast tho but there were some facts.,0
630,Jhaatu apne views dekhi 1.1crore hai aur likes 4.5L likes aur dislikes 25L likesrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
631,Animation op,0
632,"All your Haters, enjoyed this video.
And All your Fans, hated this video.",0
633,The only thing that made me laugh is your career face_with_tears_of_joyface_with_tears_of_joy,0
634,Starting achi thi jab Tak Kunal kamra ne muhh kholna start nhi kia thaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
635,Godi,1
636,If just giving slangs is not a roast then nither is OHHHHHHHHHH a roast.,0
637,"*First-ever roast in my life* ...

*I didn't laugh at all*
*My face was like* neutral_face",0
638,Carry is king of youtube,0
639,Very funny video,0
640,Like se jyada comments face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
641,oye crandeep face_with_tears_of_joy,1
642,Binod,1
643,Bhai big fan of you bt is baar hag diya,0
644,He got more dislikes then the hair on his head!!,2
645,When you don't have any job during lockdown... So just to earn money you pick word carry.,0
646,2.4 Million dislike mil gaya tujhe beta kya ye kam hain,0
647,"Kunal Kamra after reacting with oooooooo to his own ""jokes"": 
""I have achieved Comedy haha Chowkidaar chor hai""",0
648,The fun part is kunal roasted  without single abuse face_with_tears_of_joy,0
649,"Dear carry,
                       It's our bad luck winking_face_with_tongue that you don't understand Telugu because you missed scarp of Telugu tik tok silly celebrities. loudly_crying_facegrinning_face_with_sweat.
200% worst bakchodi walakoo dheka lockdown ka time'rolling_on_the_floor_laughing",2
650,Binod,1
651,Modi ji ko pelte huye dekhna hain lekin Modiji toh press conference rakhte hi nehi!sleepy_face,1
652,"simple que for all slave of congress here..
kbi ravish ko congress ki burayi krte suna hai ya kbi expose kia ho congress ki state ko ??  to wo neutral kaise hosakta hai...think practically... he is just a slave of congress..",1
653,Bhai tik tok ban hua to ab josh moj mxtakatak jaise app aa gaye fir india barbad,1
654,Kutta bhooke Hazar haathi chale Bazaar.... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1
655,622 modi vakt v h,1
656,Kunal is funny when he is on mute,0
657,Checking in every few minutes to see the dislikes face_with_tears_of_joyface_with_tears_of_joy,0
658,"After seeing 2 M + dislikes 
Meanwhile kamra :- Maro saalo jinda mat chodo hamko",2
659,Funfact :- Jitne Kunal k subscribers nhi hai utne iss video me dislikes hi hai man_facepalmingman_facepalming i m wondering Roast kisne kisko kiya thinking_facethinking_faceface_with_tears_of_joyface_with_tears_of_joy,0
660,Beta pahle roast krna seekh ke aa apne baap Carry se! face_with_tears_of_joy,0
661,This is the best Roast I have had ever seen  in YouTube.... I loved it... If kunal is Sashi Tharoor then Carry minati is  sambit patra,0
662,oye crandeep face_with_tears_of_joy,1
663,1 year back kunaal was suffering from financial crisis so he used it like dislike doesn't matter revenue to generate hoga hi #crisisSolved brilliant kunaal,0
664,oye crandeep face_with_tears_of_joy,1
665,Top 5 dislikes videos.it comes on no. 3 very good.carry ke fans ne issi ka roast kar diyasmiling_face_with_sunglassessmiling_face_with_sunglasses,0
666,"Jab Samay ne Suhani ki stream me bola tha Biwi bacche wala aadmi hai  mujhe tab hi laga tha .Aaj lockupp dekha kaise tumhe humiliate kiya ,par anyways tumhari personal life hai tumhari marzi tum batao na batao ,I  love you forever ,unless tumne unhe cheat na kiya ho ..",1
667,300K likes and 1.5M dislikes. WOW record breakingface_with_tears_of_joy,0
668,I miss that I can't see the num of Dislike unamused_face,0
669,thumbs_upthumbs_upthumbs_upOK_handOK_handOK_handOK_hand,0
670,Binod,1
671,BINOD,1
672,"Carry Minati after seeing this roast video be like:
Ye toh tatti hai. rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing",2
673,"#pkmkb
#kkmkb

Legends will understand
Little boys go and watch pogosmiling_face_with_sunglasses",1
674,4:29 moooooooooooth,0
675,Who's watching in March 2022-- tera baap,2
676,*The video has more dislikes than the hair on his head* face_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
677,Kunal bhai saram nahi aati baap ko beta bolte hueface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
678,Congratulations for getting 2 million dislikes!,0
679,This is how real comedian do roasting face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
680,"Ye to Tatti h 
face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",2
681,अभी पूरा देश एक हाथ में फोन ....दूसरे हाथ में **** पकड़ के बैठा है । face_with_tears_of_joy,2
682,"this is a ""ROAST""! This is what means to be a ""COMEDIAN""!",0
683,2M+1 dislike smiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassesohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0
684,Hahahahaha kamra ne udta teer leliyarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
685,"Krwali bezzatiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy 2M dislike lol face_with_tears_of_joyface_with_tears_of_joy
Carryminati to his fans be like:rehne do gand ftt gyi h bechare kigrinning_squinting_facegrinning_squinting_face",0
686,Right now you have 56 total videos on your channel. Unfortunately only 55 are logical and intellectual. What did you do. Disappointment pleading_face,0
687,Most disliked videobeaming_face_with_smiling_eyesbeaming_face_with_smiling_eyesbeaming_face_with_smiling_eyesface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
688,"Metarolling_on_the_floor_laughingrolling_on_the_floor_laughing...i like the line comedy is not punching down but indian youtube teaches, ass licking is upwardsgrinning_squinting_face...Kamra's roast justifies itself inspite some of it being below the belt because...Kamra is actually punching up.....nobody has the balls to call out carry but Kamra is being Kamra as usual",2
689,It feels like Himesh Reshamiya trying to diss Eminem in Rap.,0
690,Y would u do that? WHY!?,0
691,sir use roast sikhane ke chhakar me aap 1 m par hi rah gaye aapke views ka square kare to uske subscriber aate hai,0
692,"Not a carryminati fan, but I've been trying to search for what's funny in this roast.",0
693,Please please please i requested you to make a video on advertisement  tata sky to tata play please please please please i request you please please please,1
694,I stop watching this video and started reading Comment face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
695,Bhai kesa raist hai 421k likes and  2.5m dislikes face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy roast ni racists,0
696,"Who wants TikTok part 3,4,5,....... infinity.kissing_face_with_closed_eyes Kyuki TikTok ki bakchodi khtm nahi hone waliface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy Love u bhaiface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kiss",1
697,yawning_face ye roj ka h. raising_hands,1
698,Haram khoro kitna time laga diya face_with_tears_of_joy,2
699,Now we know ki youtube ne dislike button kyu hataya,0
700,"Honest question!!
Did someone laugh or i was the only one with poker face??",0
701,Hit like for mukesh face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,1
702,"LOVE ME HE RE MORES.BABy

Megan: ''Hotter''
Hopi: ''Sweeter''
Joonie: ''Cooler''
Yoongi: ''Butter''
Хочется улыбаться от этой песни и клипа! Джин, ты супер!",1
703,Kunal beta rhne de tumse na ho payegarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
704,Dislike button jaane ka sabse jyaada fayda inko hoga,0
705,"Nice research Kunal Bhai ,jio ke free users can't understand quality content .",0
706,BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD 1,1
707,Op bhia mkc,2
708,Who is here just to check dislikes?winking_face_with_tongueface_with_tears_of_joyface_with_tears_of_joy,0
709,Es video me unta humour hai jitna Kunal k sir pe baal face_with_tears_of_joy ab kar Oooooh!!!,2
710,thumbs_up_light_skin_tonethumbs_up_light_skin_tonethumbs_up_light_skin_tone,0
711,Ye to tatti H face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
712,If “behti ganga me hath dhona “ had example it could be this...lolface_with_tears_of_joy money_bag,0
713,Ravish kumar fans hit like  here,1
714,"When life gives you kunal. 
Be deo ke ad wala kunal, not kamra",0
715,"Munawar bro LOVE JIHAAD ho rha show mein jara sambhal ke sarkar bhi ban gai fir se triangular_flagtriangular_flagtriangular_flagtriangular_flagtriangular_flag
 LOCK UP SE NIKLTE HI FIR SE NAA JANA PAD JAII face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",1
716,Wow 422K likes? Must be a great video!!!,0
717,red_heartred_heartred_heart,0
718,Asman me udta HA kite...jamin pe sala teri kharidne ki aukat nahi ha bike..SO CARRY KE NAJAYAS BETE PLEASE KEEP QUITE,2
719,"How to destroy career :
Roast carry face_with_tears_of_joyface_with_tears_of_joy
Carry : ohhhhhhhhhh !!
Siddique and kamra : loudly_crying_faceloudly_crying_face",0
720,Udta le liya phr se isneface_with_tears_of_joy,0
721,ab dislike dekhne me maza nhi ata sala no.of dislike to pta hi nhi chalte ..sorry kamra bro just chill face_with_tears_of_joyface_with_tears_of_joy,2
722,Proud to be A Gujarati face_with_tears_of_joyface_with_tears_of_joy,1
723,Ja beta pahle carry minati se roasting tips le ja a ...slightly_smiling_face,1
724,When you realize comments on this video is more funnier than his jokes face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
725,BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD BINOD,1
726,Creating a video out jealouslyrolling_on_the_floor_laughing,0
727,"Hame ak lakh ki jarurt hai 
Carry bhai kya loan doge bhaiface_with_rolling_eyes",1
728,"After 10 years later those who dislike this will laugh at this all carryminati, tik-tokers and roasting chutiyapa.",2
729,Chill guys he just wants to have the most disliked tagsmiling_face_with_halo,0
730,Yeh account hi band hogaya rolling_on_the_floor_laughingface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
731,I love this roast,0
732,oye crandeep face_with_tears_of_joy,1
733,Dislike because im big fan of carry carry carry carry red_heart,0
734,Binod,1
735,binod,1
736,"I FUCKING LOVE THIS GUY!!!!!
Bro you are on fire xD
""abhi pura pura desh ek hath meh phone or dusre meh laora pakar k betha rahega"" lmfao",1
737,2.5 Million Dislike face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
738,"if ""udta teer lena"" had a facebow_and_arrow",0
739,Ye Kya dekha Maine .... Need sanitization kamrona virus grinning_face_with_sweatface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
740,Bro this happens when u try to roast ur dad  ...hahahaha dont play with him ..its worst than begging on streets(thats the better work for u )....hahahah bro just take it as a warning ....,1
741,LIKE DEK AUR DISH LIKE face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy CARRY BHAI  KO ROST KAREGA face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
742,Niggas trend this asap,1
743,"rolling_on_the_floor_laughing
rolling_on_the_floor_laughing
rolling_on_the_floor_laughing
rolling_on_the_floor_laughing
rolling_on_the_floor_laughing
rolling_on_the_floor_laughing",1
744,"Agar iski baaton me dum hota to isko ""ooooooooooo"" lagane ki jarurat nhi padtigrinning_face_with_smiling_eyes",0
745,If kamra had made fun on pappu or owaisi despite of modi . So the result would have been totally opposite,1
746,"Har baat pe ""ooooooooo"" karke disturb mat karo yaar, comments par ne dounamused_face; Carry vai ne jitni baar jorse ""bhosdike"" nhi bola, is video mein usse zyada ""ooooooooooo"" haiexploding_head, tu jare baba, tu tiktok mein hi ja re, 6yaaa",2
747,7:29 tou jao na hum bhii pareshan hain aur woh bhii ja na,0
748,"1 million dislike me kis kis Ka hath hai backhand_index_pointing_down

winking_face_with_tonguewinking_face_with_tongueface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joybackhand_index_pointing_downbackhand_index_pointing_down",0
749,2 m dislikes keep baad sikh gaya ho ga tu,0
750,"Tatti things "" *No way* """,2
751,"Kya zaroorat thi ye chutiyapa karne ki itni dislikes dekh kar khush h na
face_with_tears_of_joyface_with_tears_of_joy",2
752,Kunal u r good stand up comedian Lekin bhai wo carry h aur baap ko chodna ni sikhate face_with_tears_of_joy,2
753,beaming_face_with_smiling_eyesbeaming_face_with_smiling_eyesface_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
754,He got more dislikes than the hair on his head face_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
755,"No one :
Literally no one:
He after Every ghtia punchline: ohohohohoh!!!",0
756,Lo hamne 2m unlike de diyerolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
757,"Iss baar ka PM Rahul Gandhi bane. And possible lag bhi raha hai. I hope voh isse toh better hi kaam karega. Yeh channels ki vajah se votes Congress ko hi jaane hai. Yeh sab kora sach hai. Par iska faayda bas ek party ko hone waala hai. Usse zyaada kya hoga.
PeeingHuman jaake opposition ban ja. Please. Fir Modi hatred ko side rakh ke ruling party ki honest criticism karna.
Logon ko har party bevakoof banane baithi hai.",1
758,Haan Carry Minati ka rost aane de beta fir tujhe pata chalega ki roast kya hota hai.,0
759,Kunal krma is so happy becouse youtube have given option to hide dislike,0
760,Kunal ki carry ke fans ne leli face_with_tears_of_joyface_with_tears_of_joy dislikes dekho zara,1
761,Isme toh roast se zyada ohhh haigrinning_facegrinning_face,0
762,congratulation for 2M dislikes,0
763,"He has more dislikes on this video than his subscribers.
Background Music : ohhhhhhhh firefire",0
764,Bruh dis comment sections full of carryminati's Normie fanboys.,0
765,"इन लोगो को ऑडिएंस की फीलिंग्स की कोई कद्र ही नही ,
season 2 रीलिज ही नही करते,वरना इसके तो कम से कम 5 सीजन बन सकते हैं,
इतनी सारी कहानियां हो सकती है",1
766,"I was criticising uhh a year ago but now after a year I realized that in the true sense I was bhakt!! 
But not now 
Luv uhh kamra love your logics love your humourgrinning_face",0
767,"Carry ka tiktok the end video first time dekha tha na Le Me : 2020 MEIN yeh 12-15 min ache guzare 
Now I saw this : abe bawligand kidhr khud ko saja dene aagaya",2
768,"Whenever someone asks you what is ""Vinaash Kaale Viprit Buddhi""
Show them this video!!",2
769,I think you should learn rosting from carry face_with_tears_of_joyface_with_tears_of_joy,0
770,"Bete carry se bhidega toh like se jyada dislikes milengee.... 
Toh aacha hai ki baap baap rhe aur beta beta rhe....",2
771,"Comedy = failure
Politics = failure
Roasting = failure
Chalo ab reaction videos daalte hai, do vaqt ki roti mil jayegi.",0
772,Carryminati gussa tatti sal Hindi song gobar sar,2
773,Smja...kamra ko b amir sidiqui k trh mushoor hona hai.. rolling_on_the_floor_laughingface_with_tears_of_joyrolling_on_the_floor_laughingface_with_tears_of_joy,1
774,Ohhhh wala effect add krkey roasting kr rahey ho tumrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughinggazab bhaiclapping_hands_light_skin_toneclapping_hands_light_skin_tone,0
775,Know who said ki Kunal Kamra roasting main mujhra karta hai face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
776,Very funny video,0
777,"A famous man once said, ""Karma is a *****.""
I say, ""Kamra is a *****.""",2
778,Bhai aapane Gujarati  ke insult ke  Ha... face_without_mouth,1
779,One of the best things about dude is that he never takes credit for himself when he achieves something hi always respect us the audience and his team and hi is always polite in all of his video we congratulate ourselves on this achievement. More to come and everything to come,1
780,GODI MEDIArolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,1
781,oye crandeep face_with_tears_of_joy,1
782,"7:25 bhai swastik hta de 
hitler ke jhande par swastik nahi tha 
swastik hinduoo ka worship ka chinh hai 
phaltu nahi controversy ho jayegi or dande pad jayengezipper-mouth_facezipper-mouth_facezipper-mouth_facezipper-mouth_face",1
783,Yeh Kunal Kamra roast hai Kyaface_with_tears_of_joyface_with_tears_of_joy,0
784,Amazing sirrrrclapping_handsclapping_hands,0
785,"Soon we'll have the best roast on YouTube 
Rip kamra face_with_tears_of_joy",0
786,Bubby sparkling_heart,1
787,Amazing sirrrrclapping_handsclapping_hands,0
788,"0% roast
101% ooooooooohhhhhhhhhhh",0
789,The new anti Hindu guy pito sake ko,1
790,Binod,1
791,"Galtise click hogya to socha ""oooooooooooooo"" Comment krk chala jau... face_with_tears_of_joy love you ya kunal..",0
792,When you realize dislikes are more than subs,0
793,"Ravish bhai aap part karta karte rho ham aap k sat hain
Aap chaccy ko beyan karte ho",1
794,"Bhai tere like se jyada toh comment hai....face_with_tears_of_joy
And engagement toh bohot sara mila.
Carry k naam se bht paise kama liyeface_with_tears_of_joy.
But roasting ekdm tatti hai.,..",2
795,The biggest mistake this youtuber has done in life.,0
796,"Bro i like you previous content , but this video wasn't even half par of what's expected from you.",0
797,India's most dislike video congratulations noobre..rolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
798,rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
799,Who else Just came to check the number of dislikes!!,0
800,Well this was unexpected man_shrugging_light_skin_tone,0
801,Dislikesrolling_on_the_floor_laughingrolling_on_the_floor_laughingkunal chakka ki jali,1
802,Llllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,1
803,Ashneer: ye kya kr rha h yr tuface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
804,Ravish 2.0,1
805,"After watching this video, feels like Arnab Goswami was still tolerable.",0
806,"Banda thinks that Adding Ohhhh in frnt of his roasts will make them less lame.
And tries to Roast him in Carry's style itself...Abbe Amir ka Roast hi better tha, Bande ni kuch toh Creativity lagaaya tha...unlike youu.
I'd rather watch a Reaction Videoo",1
807,carry be like: yeh toh tatti hai,2
